,index,grad_boost_genr_cluster_pca_like
158,3939,24.887314142975896
159,2460,83.24090450694638
160,3776,40.90298978608931
161,1216,27.36170509195111
162,4346,7.6389409075796095
163,1817,24.84822449021061
164,3573,3.930712245193206
165,1579,27.210616759238576
166,3274,34.423002181101424
167,2066,18.127259359118852
168,1090,21.662833584933963
169,2520,41.5629337124079
170,4042,16.708527907325262
171,971,11.023844121736602
172,1924,6.281492343496325
173,202,14.507798119345239
174,4391,25.14827726473459
175,2117,51.98652920538285
176,2247,68.19991046845374
177,1344,27.385978317222396
178,4277,6.974364511456997
179,2367,10.018205195105509
180,622,7.467631826204297
181,2126,45.31383675326944
182,2642,19.847230891924028
183,2571,6.52428813578544
184,1436,160.75324878340717
185,67,0.4131319469969412
186,2838,34.00513420191821
187,230,35.63571483419946
188,481,20.285847385122736
189,4176,41.796685255935685
190,2698,6.163691642019245
191,2551,53.73042352495514
192,817,14.360415422777805
193,4194,62.26582844608183
194,4461,32.764921475031834
195,1477,12.88166097508244
196,2064,54.17158777792426
197,1222,17.919779760674373
198,2130,21.493743175415716
199,89,6.6658739214200295
200,2770,53.07224144951954
201,1188,7.717455416660357
202,3945,25.602714927334972
203,2094,2.628917015260555
204,2090,43.27315657962157
205,3504,0.7471470688291788
206,53,29.8204665110178
207,2717,57.48921401942255
208,4423,41.283102768818594
209,2475,87.63869997464332
210,4451,9.382159048690554
211,2887,8.574634571391357
212,4268,49.536981565241234
213,2504,22.954318275698625
214,4140,20.08584187691764
215,620,66.19629868113032
216,4173,31.115893264839627
217,2384,32.4582667150583
218,902,0.1098566968884711
219,3606,4.219478811185127
220,282,45.75439837214935
221,1128,1.4227328624630218
222,2912,71.12903515481344
223,1062,14.137549823776652
224,2546,16.078535426986804
225,4102,34.094955617491564
226,3621,133.07826524758232
227,2535,52.75752647393051
228,1449,13.595913113242602
229,3544,20.95577300799613
230,2208,69.9903754871769
231,3800,0.7121071048916292
232,2422,8.93502456756434
233,619,36.39608257984554
234,3958,28.68424184675149
235,2197,3.6482124872535735
236,1272,49.356252661012206
237,1229,12.251946540516855
238,3972,41.64225508137646
239,1348,33.77013890614131
240,1754,22.131335167627384
241,1932,10.811110087392848
242,1121,74.62104079094479
243,890,0.9770967021797219
244,2645,2.7161888987204463
245,3354,58.38484937641499
246,185,12.530605245909499
247,2882,16.594907566334484
248,2754,60.32488199020037
249,1241,48.046087432166956
250,306,114.86808704441034
251,4044,11.965603365097735
252,2503,26.794558949708687
253,3571,32.029118074283815
254,1868,6.528505892665578
255,847,49.95650311299818
256,1835,21.441403003015438
257,4312,33.49208093645817
258,3091,31.428368332972354
259,4504,35.05718838708073
260,857,0.5646348476293497
261,790,14.337244133180093
262,3181,3.6790548669364966
263,2893,40.05384665900132
264,342,40.07396384079158
265,812,8.797784951961887
266,1043,7.5560815101050025
267,1018,46.90130812678274
268,3979,25.553060799181118
269,878,88.62838842923014
270,2976,29.30017603363197
271,1050,16.107708674324584
272,2614,79.75317782294337
273,2682,20.668636856763726
274,1148,68.38970253851696
275,3393,31.271537770076122
276,737,0.2114331012142543
277,1760,1.3625842836937068
278,2212,101.57127623968304
279,2185,23.393158425391448
280,508,14.293283591497868
281,1440,33.21577766153405
282,3028,57.80970902637378
283,4499,104.2534216574202
284,88,20.071830435576885
285,2971,57.67919929432716
286,1933,39.530926107242294
287,2952,45.419892514113485
288,1532,7.20381450874271
289,502,28.643379588339087
290,3072,37.43816843383589
291,3362,90.23901034952294
292,2747,9.857327582311456
293,769,28.048558228726364
294,2285,37.67373356891284
295,3163,4.826217583818448
296,3432,108.39401030650826
297,3783,2.010397610134362
298,2701,73.6378939036538
299,257,41.38741996370419
300,1164,4.360940131867608
301,2079,54.97749620309406
302,3722,55.62198033677183
303,596,115.3059418742169
304,4244,23.0250594139668
305,1034,12.729469563012685
306,2857,49.90289384257341
307,2856,80.15476049615793
308,1355,29.977601203897393
309,462,52.44941170420779
310,3539,78.14786016095866
311,2590,30.572991583494044
312,599,21.235724694851683
313,950,7.147914504286774
314,2303,1.9699634611017416
315,1379,4.30125367534481
316,2302,0.8532045881190982
317,2956,67.86312996710419
318,2621,7.560618114522612
319,3940,103.88605513402976
320,1178,13.336680304054994
321,3906,56.872401430466326
322,1317,56.23481575405927
323,3838,57.11703125571595
324,2553,7.762423987808063
325,3756,49.9748236379363
326,2103,24.734275868686638
327,4326,22.79199817602416
328,1805,19.794252305303417
329,1340,102.06555891222015
330,2509,48.405319050946076
331,377,2.888617564038384
332,425,79.71237855773035
333,1177,26.623091191703622
334,1506,31.78382706259515
335,3862,37.9223918397017
336,1457,15.01430893095548
337,2734,10.069946210039035
338,3645,60.852423771426544
339,3055,77.06950631036426
340,2702,26.142940892744917
341,3310,9.531754288163967
342,1196,29.030472563871854
343,989,48.28237612274995
344,648,64.43771306812138
345,2344,119.9369233563163
346,2677,40.84594367543514
347,2085,0.6049547887647009
348,3171,65.25271983151808
349,155,19.9827290242834
350,4,46.29759116158124
351,1331,97.35281838349368
352,3120,4.892219370191185
353,895,46.33376755726721
354,1598,21.933811418954747
355,4377,10.977610158274274
356,2781,1.2406187125445456
357,1604,23.76079314890501
358,900,28.33560380821791
359,1773,0.7080292827631354
360,4285,68.578779426954
361,1564,6.208301209628388
362,823,3.2346272260671185
363,1790,53.64550834015989
364,1855,13.960327987637072
365,235,3.172279569830266
366,1596,43.79741606327181
367,3848,20.68337108413695
368,231,5.724386789277673
369,1462,61.68450454642692
370,1608,19.925908126872798
371,1154,13.100388586946451
372,4050,51.42581815248728
373,2695,29.648328008739043
374,3165,25.94223833943539
375,2322,6.550406162795099
376,2814,18.729993795517657
377,1338,17.26548507188886
378,4069,36.339351093815864
379,1318,23.002788065770602
380,876,51.85391271508104
381,2791,1.2720634471982066
382,4098,7.61085102962042
383,3239,2.8205786153679355
384,2007,6.462502985675087
385,3346,94.5811772157069
386,40,15.72049397962877
387,4442,50.651700268814324
388,1670,2.7827986363737125
389,3463,8.749974454715016
390,4204,36.24558908582856
391,3292,3.779784562464755
392,2054,60.36120165112851
393,1072,7.00394395077609
394,592,5.514067770248062
395,1675,22.42261594119296
396,2982,55.73419902933858
397,2217,63.93498800445441
398,1336,4.067833364344892
399,1361,18.37058947119536
400,4143,12.451941228108836
401,4181,19.27752989467902
402,81,44.63909963242256
403,3583,56.266997462210966
404,2165,19.417718014150978
405,2146,14.112278801335464
406,732,27.807573813920072
407,2033,10.47068859577604
408,1176,33.51119695046904
409,338,5.071027375035953
410,2476,63.234373794580534
411,2696,2.4457716198254786
412,3768,30.73860947337613
413,658,2.5654746619779303
414,566,8.177088810550629
415,1514,25.450627297088374
416,1387,27.08481330243876
417,2994,21.36764630615815
418,1306,14.763464894438982
419,2812,5.022420974338871
420,1248,8.680819399144923
421,2032,7.014340322955775
422,1210,1.0527737582806367
423,4485,13.039498936772645
424,862,69.49551957787904
425,1313,18.65463236557011
426,3046,69.2772436958157
427,3240,0.33807539583551716
428,49,50.29514766794955
429,1554,61.33822245040898
430,2963,30.040568894496403
431,2134,30.44319835531897
432,2544,43.332848350115455
433,824,49.56653720597561
434,4183,40.75676692551164
435,981,7.788441892427613
436,669,37.471945473925246
437,1480,25.91153725731823
438,2104,34.72382171052388
439,44,43.23478105398476
440,1162,39.59736623279446
441,4182,0.3569633541458046
442,787,0.5348760757861442
443,949,21.383963047333054
444,4095,25.648349406597212
445,3401,28.068669706988246
446,3289,37.151261594078676
447,1769,114.80257152751199
448,1304,38.54199738004493
449,475,44.345752733397944
450,1706,31.001959740124846
451,420,59.61173663439206
452,2399,52.813539128640954
453,4070,0.4309979545725895
454,520,6.989838247677966
455,3995,27.856767128527622
456,705,39.55353144209951
457,3457,13.673055431459048
458,3267,20.44212485916708
459,1581,34.14842092941939
460,2978,26.448600357495508
461,2042,36.42229386116105
462,2815,27.756684970876705
463,571,27.82635487757193
464,2500,84.07338567041677
465,1507,49.88056407203584
466,2729,68.35388755436253
467,222,5.44498250277195
468,2973,8.848903766433807
469,2005,4.872346047028827
470,4133,14.21201550804524
471,1211,30.271225156219515
472,2772,23.33773803389704
473,1948,8.863987554942355
474,4443,26.487565848055624
475,952,30.883439621006545
476,2083,30.562967816879933
477,3966,71.63589332778673
478,3443,20.63440704465353
479,2477,10.838153632422689
480,3467,55.97870198573503
481,1001,14.7287049330929
482,3819,21.9239565288714
483,1456,5.190984859275034
484,3912,31.422677784597568
485,702,19.71974944040994
486,920,2.187113072993725
487,3230,42.07604962924444
488,166,61.56817454275904
489,1264,15.378414453925643
490,4260,42.62124263702986
491,1470,41.9421998833796
492,2249,72.95205282207755
493,4287,16.228780257823075
494,1077,57.956839364937295
495,1545,13.20465167999373
496,82,9.088704264816045
497,3032,48.124712752421274
498,153,32.02677896625755
499,1935,15.463455892754695
500,1512,52.654805981408
501,3923,6.665858482458589
502,1745,1.8274601978388887
503,1203,14.959442971556456
504,2199,23.524822199594354
505,1996,124.897095504324
506,2332,47.9342315793279
507,2672,48.71289804797115
508,172,18.176289419620332
509,3007,17.527883334964883
510,1140,20.80072257315902
511,1702,2.0864657210341875
512,676,29.578977029473776
513,2623,83.90948648972017
514,645,35.17772324413096
515,3330,20.618544556484736
516,2382,40.73035913904934
517,3856,21.151093385743224
518,2861,11.126872767923317
519,872,15.264248328089707
520,1738,39.560933881030564
521,2151,13.851374408121075
522,3473,26.792676327893986
523,2836,43.36353239772855
524,3651,4.485092827262974
525,119,30.238292253722705
526,2290,33.21500844760325
527,2938,6.3976248562746605
528,2965,59.761794728428725
529,147,8.201528716309213
530,1568,1.2639956510441266
531,2013,34.15611921484319
532,3493,54.21319953853816
533,1235,118.54347230346264
534,64,47.58298057093083
535,1764,48.202035447124274
536,673,64.15104486969295
537,2044,28.720738366726266
538,2192,9.884671303082087
539,2948,78.08409193557006
540,781,59.819392346067275
541,1772,51.67498347955603
542,2015,83.59269091238983
543,3359,25.71727447002212
544,1191,26.212573711906174
545,1679,41.89243283453746
546,467,63.34397453140207
547,1741,10.520130744664641
548,3266,15.954692648323544
549,41,41.537150508962156
550,911,33.30723272000472
551,500,24.395601597786765
552,1100,38.90793942119603
553,2102,89.67564176635886
554,233,52.664726075314036
555,2949,23.13747848945073
556,1323,0.6821325744678859
557,1541,70.66540299826949
558,691,56.31305480739846
559,419,42.85573336030825
560,1752,37.11476937067573
561,2538,44.96518975329266
562,3659,10.001457587766282
563,1509,39.56725581002917
564,655,21.72061438375067
565,984,47.543996844611854
566,225,53.49435116814948
567,1715,75.2420496919269
568,3658,10.168202130251998
569,4329,69.57804944161128
570,384,32.75226776616415
571,2416,31.210139692623272
572,216,47.033444057138354
573,2649,2.977454463280992
574,1296,49.52652512279846
575,4160,15.27724632763892
576,1467,82.81615811122143
577,1672,24.771396297107373
578,2703,5.243413391812965
579,315,7.11722847149872
580,1181,40.21901792677224
581,3036,9.846395979060631
582,1442,26.176236822454968
583,4406,76.14162175728897
584,99,5.290943253293676
585,1007,60.57116114335915
586,200,3.6367127466807005
587,2795,27.575950511088706
588,2349,36.04808605360515
589,2346,37.56851996448552
590,2505,46.489337567556646
591,3149,2.162047913090902
592,3831,26.903237440458497
593,3698,11.732257643927376
594,1516,89.90786505782901
595,1271,47.65138483186192
596,606,23.019304762502117
597,3093,15.629083961706925
598,2223,122.83872110695978
599,154,56.51229479548738
600,807,16.951216621101082
601,4261,61.36252665673064
602,43,41.13835003299391
603,2560,29.97462501823
604,3298,65.48939498512314
605,3671,5.797966652884313
606,3450,38.07528181448097
607,3319,41.91593193058657
608,281,19.527290017255552
609,1668,45.753230762326695
610,2751,0.9865897757679676
611,3243,26.68601362211311
612,3372,10.923868501856504
613,2328,80.67286855650698
614,184,24.052226427733046
615,4417,23.630551890170423
616,1803,27.821000292486872
617,2372,40.09540112976529
618,506,47.633605742607955
619,1852,36.46641745970226
620,961,10.781638316295215
621,2886,71.0168032580327
622,397,87.5673149723481
623,3371,17.894658824467882
624,2251,30.935889549556407
625,2525,28.845127753206526
626,2314,33.90881518752431
627,4297,72.62860555998094
628,738,24.43208842040829
629,4400,28.566736643342878
630,1099,5.479612305573653
631,1827,27.173881976605117
632,1103,11.628196657191666
633,1417,58.84572528384177
634,3665,45.47693767597211
635,333,43.45537093432142
636,2218,49.722460335840424
637,2019,15.188394807233692
638,2039,79.30462824479643
639,1736,44.791840740696756
640,4203,14.562741538342294
641,292,32.807030703483235
642,746,19.839062029316352
643,3947,7.941806961359873
644,3389,10.56878838272354
645,896,52.21378690971028
646,2173,3.05770276650415
647,2829,50.01861574245426
648,48,65.4139301467061
649,1131,66.92484831170734
650,1497,13.841164866562082
651,3896,51.880254097642094
652,3057,12.467940518408646
653,1049,13.674636821214506
654,914,20.505254712626794
655,852,44.065820607522824
656,218,34.543866486988264
657,240,35.46453741065625
658,1630,29.422325774733466
659,4393,53.22736604448957
660,1301,2.3680609060043025
661,2890,16.169508146835696
662,169,19.88959793161763
663,3987,87.71813920860441
664,440,12.801830888791528
665,1762,84.54113013732294
666,3803,20.353886451773064
667,3111,10.464069064060027
668,127,35.077802990376654
669,1539,28.8353934913479
670,3033,12.950177711253659
671,1095,3.036838284142533
672,677,37.74027377451063
673,3053,80.74304335337949
674,2908,58.77987739890301
675,721,17.387265327969317
676,3530,0.6866525894623123
677,3279,38.23900118088923
678,156,21.887419118985747
679,361,14.359277738229878
680,2291,14.515348208224765
681,4147,37.34869517808582
682,1755,12.41437773916914
683,2440,31.085298167036427
684,3654,6.603195691994898
685,3826,55.75318236823364
686,2140,32.85597044479937
687,492,14.973341721237148
688,4317,106.32094783438845
689,1620,59.68731463170016
690,1345,48.32316267907123
691,3655,16.660168570696243
692,1513,20.699469642261363
693,1144,69.58430127850005
694,3001,33.143174719639205
695,1420,11.903297601074001
696,1949,10.58959253838384
697,3238,21.434033047323254
698,860,37.2465045981146
699,2141,32.9719583111262
700,1836,36.64795266421794
701,453,15.978742941611415
702,859,17.711387396860857
703,1847,1.5004413858102055
704,1808,66.30482179996159
705,633,25.43323999812094
706,2547,23.541491803347697
707,1016,74.53658952077129
708,1409,9.033243290895228
709,990,4.081843491864788
710,1269,15.249022321502423
711,3169,46.656066422903706
712,741,48.707682439750045
713,2369,21.063695662414176
714,1601,52.352412760817316
715,3235,8.823709012140341
716,2762,1.9473621662030496
717,773,42.44902540394182
718,1893,63.96634625041315
719,756,22.269642106610206
720,126,71.21448858951902
721,2771,28.458197508631542
722,1770,85.38466554098852
723,1161,15.422935406120814
724,2628,47.50427722865376
725,3131,6.382476210681872
726,2459,3.4804448646123944
727,3727,99.15205931639986
728,3042,1.5426033404697819
729,344,4.7978747414016425
730,626,32.949762291900015
731,2752,12.010725426629648
732,1184,13.706470815227817
733,832,49.15171221906067
734,3736,62.99450091736172
735,1126,53.387505686974976
736,1901,21.366003648241573
737,649,19.533846205459156
738,4469,0.9447840239119927
739,3680,85.29846309761662
740,3234,75.475435565987
741,1411,16.365005850707234
742,1743,22.540353959584934
743,1783,27.690380741098693
744,2176,3.8084965923545724
745,3761,55.58143347577669
746,3056,92.31295811327396
747,3883,52.165160200460804
748,3764,51.07277968222712
749,498,16.74994044378718
750,2728,57.71848054781154
751,2694,49.41614668236184
752,1612,34.51970188531561
753,2877,34.968186659306156
754,3407,38.42296323752351
755,608,24.266091000625863
756,1632,48.70851450374167
757,398,43.16931447166465
758,899,27.938995744717147
759,4438,24.091536226441676
760,2434,3.590157211083863
761,2325,2.8757125387217286
762,680,54.11518588535671
763,4477,66.78571986398428
764,3679,27.73587363443235
765,4302,47.900719197552874
766,993,33.15572874764973
767,3480,8.685879006890417
768,284,9.4903152198753
769,2607,0.6719165989086378
770,1053,12.381854625390304
771,219,5.735206272907249
772,3805,33.188349593621155
773,380,7.413818399185459
774,2387,14.123730562752115
775,3025,14.00164979211867
776,534,10.001057895663678
777,1326,46.4617568529023
778,864,30.41411703698128
779,461,36.27096224629278
780,1009,35.899257991029685
781,116,59.47870114269256
782,1008,54.302296479735816
783,2045,14.189406720309734
784,3383,35.53178297800318
785,2115,50.888687519220156
786,227,3.9869257514112064
787,1940,34.33374771492643
788,3823,58.647820602397346
789,3247,19.02392235836618
790,1175,12.223590128050802
791,588,69.1478696326981
792,3145,58.541127011472696
793,3339,0.43856144721581813
