DataFrame,Model,rmse_mean,rmse_std,mape_mean,mape_std,score_time_mean,score_time_std
Split_genres,XGBoost,42.841299181096694,0.21382231559211157,0.24006889115299887,0.0014934743432868946,0.01658607578277588,0.0030271332724590293
Split_genres,LightGBM,42.54387514927894,0.23443569795205163,0.23489851601789688,0.0017623238905873995,0.0044334416389465335,0.00014281738409698365
Split_genres,Gradient_Boosting,43.69133550584531,0.28554254067162,0.24684487858904444,0.002575984185884535,0.0038061079978942863,0.00047279948224453975
Split_genres,Polynomial_regression ,47.92038795760799,0.36499763978162436,0.26595475870899177,0.002287095458215985,0.007478902339935301,0.0005420090959550763
