,index,lightgbm_genr_cluster_pca_like
0,1076,13.580029555127481
1,358,227.81848324107955
2,2408,33.195336952243025
3,4074,19.152610948724714
4,2998,6.726150586801197
5,1931,14.737400260959816
6,304,34.62939033496167
7,1394,40.685474579963625
8,4502,93.73155072961724
9,3860,77.76177648906548
10,2550,45.20048188209489
11,3818,49.7138604590245
12,2008,15.89089804871523
13,1869,5.889778676894281
14,3151,65.37923088123199
15,2885,27.543434604225922
16,1207,13.01859114817583
17,2634,28.39178797065111
18,1453,53.41950001592156
19,2779,33.781470177800884
20,3762,3.6024335288458644
21,1239,7.08703274082572
22,2059,6.617573435568488
23,1600,28.301823144584688
24,3997,157.35774498297206
25,4500,5.413876472229717
26,1307,62.31025424196616
27,932,19.969895619972363
28,280,23.632307214720754
29,2051,38.95690488683937
30,2914,83.05039998694761
31,2854,88.64460823034688
32,3635,42.60647043238808
33,1254,84.39505987613609
34,1891,56.595901004418835
35,4217,43.10185395372304
36,2236,61.162671886267475
37,3184,23.480383251167723
38,2113,64.68738187966142
39,1795,21.777350760717894
40,295,20.518730940449245
41,243,7.153196450949281
42,1850,12.52029900021941
43,4087,3.2542843899903744
44,4197,60.90370272070487
45,2727,76.471119818083
46,1032,4.893130065682101
47,2679,67.21335520511991
48,367,35.981314082189996
49,541,26.270553325503414
50,3312,23.5217283203187
51,1316,8.955412559316443
52,1511,91.82534480601646
53,3634,21.687383148213428
54,3822,29.607466012599872
55,3765,17.8850048872996
56,4199,1.2559971670714987
57,2522,1.7232896068990158
58,1367,6.712829829502539
59,4213,5.082797050956152
60,2919,148.3673323718605
61,2585,111.89657405604558
62,940,29.605140420626554
63,3323,81.9950188993239
64,519,30.7342617760238
65,2108,97.34071521095615
66,660,36.64215443225817
67,4321,3.149304346119486
68,205,0.9250433742868722
69,512,14.813502276509922
70,2527,14.918853979819573
71,61,13.336502036734657
72,3482,11.336408632067275
73,3917,23.486712560459324
74,4327,48.70490857415927
75,1551,8.683883666802444
76,2464,41.73320566923667
77,1650,15.860000325398289
78,1553,55.175341924945826
79,921,8.40205717860664
80,693,40.831375216293
81,3938,75.24544440138631
82,1988,3.5396182445802538
83,2076,18.9765698860771
84,2913,85.37293405896503
85,1580,6.239258234934908
86,2017,40.02072876668743
87,2224,84.45549680413006
88,3983,37.3928654478572
89,3494,40.00057931120105
90,347,11.800263703070925
91,3503,10.436362166072428
92,2093,4.606014972935782
93,421,22.36210163642818
94,3981,121.52165236054392
95,3054,69.16861196181873
96,1728,59.769029393631655
97,2923,56.68066418960649
98,1166,27.96764300882603
99,3436,56.0689692834824
100,2297,206.89927268119024
101,186,32.246513327068726
102,1400,6.110221164328237
103,1742,29.91010837164839
104,4495,35.384237629979395
105,681,52.521699693834535
106,3108,14.972682881303541
107,385,18.790891307595984
108,3044,16.136311163674478
109,189,6.6627942946198
110,300,91.17832070070162
111,2004,22.228483762548677
112,496,14.85608981139535
113,3277,20.46669350771805
114,1504,57.6587498820233
115,4439,9.198127680103639
116,2559,28.77958866655831
117,1238,0.5519291067176368
118,2930,7.097258424562369
119,1217,3.3261844718398947
120,66,48.954998389409695
121,707,12.971416226512588
122,855,40.53930149338396
123,1353,32.63718874417145
124,2481,35.37147526651694
125,849,16.84208374147977
126,1778,104.24492660747447
127,138,10.748244090400362
128,1253,22.614187098606607
129,1478,11.833680448462047
130,3934,58.238426190954186
131,359,13.185816618501121
132,3017,10.993690217441
133,1929,130.58147470778678
134,3581,99.62448629757883
135,576,54.60716473903278
136,2354,4.549071399757793
137,4179,38.678630903612486
138,1422,71.33969018942312
139,503,49.599728190455664
140,983,29.30471324160638
141,3893,2.680449650258396
142,1592,5.822387483903981
143,1068,10.499516014962296
144,1930,25.823886128205487
145,103,30.511120053618583
146,2721,8.996899811411978
147,2745,84.91716723202217
148,2065,29.01755292142937
149,2516,10.877584786012449
150,2374,11.800110445104337
151,1066,30.186282772022878
152,982,21.1142651391539
153,4134,8.127358602015335
154,1816,6.528541441977723
155,3308,43.29799140772597
156,3191,3.537060096291043
157,4467,29.65069399708591
158,3939,36.091886120319344
159,2460,91.48981309041676
160,3776,39.5953117935652
161,1216,45.973721643542234
162,4346,2.0791318689725813
163,1817,3.7645583270436305
164,3573,7.397644546981894
165,1579,12.252486888001641
166,3274,6.150062614262595
167,2066,28.542727196612077
168,1090,2.5232298282442116
169,2520,34.688169317890186
170,4042,23.65577296643211
171,971,13.538835537059015
172,1924,0.23181953995180038
173,202,13.888911819116572
174,4391,22.11281445681172
175,2117,21.846349177706003
176,2247,45.99626929476588
177,1344,35.625878583646966
178,4277,9.266112875009924
179,2367,6.8955048011359
180,622,6.947589845754976
181,2126,44.51905169106192
182,2642,39.53353414261767
183,2571,0.13113323107049268
184,1436,145.526370081576
185,67,10.777027923493279
186,2838,3.8630213714445176
187,230,13.299606471106983
188,481,5.237190770011125
189,4176,29.724865658458555
190,2698,25.258610763273225
191,2551,58.051378839609825
192,817,14.929844713453974
193,4194,57.454890413864405
194,4461,30.8761622148535
195,1477,0.7030453339066867
196,2064,44.04279190924177
197,1222,31.113934161283453
198,2130,6.5745255475310955
199,89,5.947899491971839
200,2770,63.36941926334967
201,1188,13.21344606145962
202,3945,28.031395914249032
203,2094,5.38682918843574
204,2090,37.83377934290624
205,3504,27.959250498918323
206,53,37.290990020468655
207,2717,65.61482363743642
208,4423,12.437951368060368
209,2475,62.043502743450034
210,4451,30.354328381659982
211,2887,29.277044174047433
212,4268,36.476066425182395
213,2504,7.66758574548885
214,4140,13.481393146894646
215,620,71.65591587757098
216,4173,49.493662195648454
217,2384,61.464650387324895
218,902,1.7752986836709965
219,3606,14.387992164277719
220,282,45.50231471046604
221,1128,8.394001470367357
222,2912,56.02159570483437
223,1062,4.398823227998349
224,2546,11.586926953097958
225,4102,7.117858090840869
226,3621,136.35962277535805
227,2535,53.32273305448331
228,1449,13.392749915442153
229,3544,29.59538670639941
230,2208,55.73404375154642
231,3800,3.3753490642663735
232,2422,2.2584227100408043
233,619,27.157817690185823
234,3958,26.916064281733014
235,2197,17.073961219776805
236,1272,38.357950179252384
237,1229,26.555330726841788
238,3972,42.856081449101225
239,1348,16.82456822344517
240,1754,13.381620726613221
241,1932,7.967814457844838
242,1121,34.70025568328413
243,890,1.8376343870861547
244,2645,25.155994263141707
245,3354,41.11279510192048
246,185,21.96192249475581
247,2882,9.170774486491098
248,2754,37.199292105955294
249,1241,30.0421364896348
250,306,123.81791046836096
251,4044,22.576673804590058
252,2503,29.275196968663266
253,3571,34.20639198489192
254,1868,17.936142472061903
255,847,31.691099450954823
256,1835,19.932297149942087
257,4312,14.922192414676402
258,3091,24.972761371470938
259,4504,67.04966924288028
260,857,6.236356110432666
261,790,29.667655669153845
262,3181,6.561996043756096
263,2893,31.53069084019117
264,342,12.128640802463678
265,812,16.828564464506428
266,1043,9.135846460601783
267,1018,32.57520937228213
268,3979,38.237597932548006
269,878,101.14696841003496
270,2976,12.216147080923605
271,1050,17.009315004837646
272,2614,53.720216671598564
273,2682,24.232260596888466
274,1148,58.48864095253805
275,3393,24.759414271713382
276,737,16.724541515627806
277,1760,22.868975375621005
278,2212,110.64255931121426
279,2185,24.03625156021812
280,508,20.460254222878177
281,1440,7.47074031760593
282,3028,45.00515745566389
283,4499,132.76578025593096
284,88,6.438975140609898
285,2971,61.9054743458245
286,1933,47.0933490797872
287,2952,40.854118699298226
288,1532,7.035267896342191
289,502,42.38336832505263
290,3072,29.458690174367455
291,3362,94.53031133504791
292,2747,23.03539196554989
293,769,10.525626491714746
294,2285,45.88915793031603
295,3163,7.947124683634399
296,3432,68.54412930659001
297,3783,6.7408822679526
298,2701,73.33397546616303
299,257,59.194605005850235
300,1164,9.685535132869404
301,2079,29.689098146797022
302,3722,78.42397877725732
303,596,119.6554556510822
304,4244,45.26640860504091
305,1034,2.425546140777044
306,2857,33.6631431880301
307,2856,61.111464819127434
308,1355,54.30918996412049
309,462,51.33032626311254
310,3539,79.3641397162699
311,2590,14.602223802801745
312,599,12.025116546931201
313,950,17.992914449253192
314,2303,13.896177019600373
315,1379,3.019697890593193
316,2302,6.790316907779356
317,2956,58.589360008313406
318,2621,3.0060245440571975
319,3940,64.48876359606982
320,1178,20.91738238836757
321,3906,65.94530768019594
322,1317,50.668617116010665
323,3838,49.303350675393126
324,2553,7.485784372172162
325,3756,44.12233660516331
326,2103,38.94781832092647
