,index,lightgbm_genr_cluster_pca_like
327,4326,19.811804635167583
328,1805,29.159825306509447
329,1340,100.07364230976185
330,2509,44.60988126853013
331,377,6.12288365203284
332,425,65.36506979217125
333,1177,45.54952113539102
334,1506,42.049572994599544
335,3862,31.42536499112026
336,1457,26.346125357034907
337,2734,6.492838001051837
338,3645,56.81325241798345
339,3055,41.601313634827086
340,2702,45.317719447624796
341,3310,4.677042847662349
342,1196,28.45297593202457
343,989,37.49839612290333
344,648,34.7653497060233
345,2344,82.46415163038833
346,2677,36.91840089466638
347,2085,18.123189684096104
348,3171,61.20112295256757
349,155,12.708412977235156
350,4,45.502250624805015
351,1331,111.15930057522564
352,3120,16.43165021268709
353,895,55.40560769060684
354,1598,6.206504604807037
355,4377,14.484555503827664
356,2781,17.83699137518383
357,1604,2.470594257291964
358,900,41.639170979063465
359,1773,6.951749938167666
360,4285,59.01596059322786
361,1564,15.091084701167176
362,823,0.8030806351311242
363,1790,46.35735678562182
364,1855,6.048830098506414
365,235,7.957397727947239
366,1596,52.67255604605069
367,3848,35.61503274660922
368,231,4.285690962907324
369,1462,47.92073248261036
370,1608,3.7516401300769076
371,1154,18.92481420827619
372,4050,91.62242373254416
373,2695,32.14314668950297
374,3165,16.0308969737373
375,2322,3.4013682878608336
376,2814,0.10247249452379492
377,1338,27.70248814427788
378,4069,14.76995825854577
379,1318,13.807414960835416
380,876,64.17926570538731
381,2791,2.5750968165216648
382,4098,2.8351923093501483
383,3239,3.8858443289709044
384,2007,22.473910925864516
385,3346,67.95890636773777
386,40,24.723787724841202
387,4442,45.855338730418225
388,1670,5.3525094102596
389,3463,13.808957899980044
390,4204,4.057735796431118
391,3292,0.9952053774182161
392,2054,60.607752248831815
393,1072,10.784220121297295
394,592,12.213443677818589
395,1675,26.265837539703284
396,2982,42.9968441282939
397,2217,125.08373394594905
398,1336,12.346917782725654
399,1361,22.39991462089509
400,4143,20.175733891125816
401,4181,15.92846623466437
402,81,44.54914785334287
403,3583,43.57658421824114
404,2165,11.577366659389071
405,2146,5.278797073724974
406,732,31.070525110212287
407,2033,1.839560983844592
408,1176,15.28827224996516
409,338,16.458761496961415
410,2476,43.76789074842566
411,2696,14.872652955027263
412,3768,2.718619237999917
413,658,15.316513348711254
414,566,24.308270303417487
415,1514,7.898420050244852
416,1387,72.67784466734602
417,2994,17.34658080970337
418,1306,1.7531769485710242
419,2812,8.143196725146879
420,1248,15.863761302462308
421,2032,15.405878195045233
422,1210,7.324686322830388
423,4485,21.46797448187739
424,862,64.39110412443722
425,1313,13.743849547190138
426,3046,53.505620575108196
427,3240,4.071821470181135
428,49,47.26784884518406
429,1554,68.05086030316613
430,2963,0.30638164479324814
431,2134,27.86550302025043
432,2544,44.20945027574447
433,824,35.54700205878589
434,4183,7.892762315573009
435,981,22.051054215283386
436,669,31.894221770731917
437,1480,22.775195011713464
438,2104,16.449642026568256
439,44,45.90536813607196
440,1162,30.5598398455883
441,4182,2.561319734815683
442,787,21.984087364835432
443,949,4.971170896681201
444,4095,13.690591048314097
445,3401,38.93075917884242
446,3289,21.504279410147433
447,1769,181.44779520248105
448,1304,48.564782406108094
449,475,44.14652572732763
450,1706,29.881314138012982
451,420,58.75000709882187
452,2399,42.89147221857351
453,4070,1.5311965132344625
454,520,6.819506738083163
455,3995,19.092529095312713
456,705,56.05773984503159
457,3457,13.046443794710015
458,3267,28.25103914093927
459,1581,15.105878600392003
460,2978,32.66247551705257
461,2042,23.109096930746375
462,2815,39.75558395112296
463,571,36.965534085357206
464,2500,92.2762055545096
465,1507,59.28314847387213
466,2729,88.149698402112
467,222,1.7251627376510328
468,2973,4.888780129803365
469,2005,2.6378830037698435
470,4133,17.013504052536604
471,1211,35.349646226578216
472,2772,25.455912370907072
473,1948,2.35816873831601
474,4443,8.70635407560384
475,952,14.621848820943825
476,2083,1.2560077531217644
477,3966,61.47796437986969
478,3443,21.625768269944103
479,2477,11.939331644053425
480,3467,68.34257620571537
481,1001,12.147395675276854
482,3819,31.5405740973508
483,1456,10.153213687046104
484,3912,22.65916227465999
485,702,16.206662995063652
486,920,4.243294283306909
487,3230,36.01479207508842
488,166,54.297184753505036
489,1264,25.673105502131904
490,4260,30.598067137592658
491,1470,12.938885000703237
492,2249,12.431899090126649
493,4287,12.920458536830978
494,1077,38.99964074979728
495,1545,27.302940683094732
496,82,2.9551153002547608
497,3032,19.354211993101146
498,153,10.628215841487076
499,1935,17.92867900596559
500,1512,39.979656245827925
501,3923,14.689609995124812
502,1745,0.1162135647621767
503,1203,13.17197362710985
504,2199,46.12873528187893
505,1996,122.10582282269053
506,2332,34.71259006168597
507,2672,71.96676752393785
508,172,39.8474570988007
509,3007,18.746582259784844
510,1140,28.92377180988484
511,1702,15.36872963349441
512,676,12.016958014371482
513,2623,53.65219992887543
514,645,34.0509408267896
515,3330,34.47677830340716
516,2382,14.900881266094132
517,3856,30.844262689915666
518,2861,23.60098368779211
519,872,22.209305931574136
520,1738,22.907278450548915
521,2151,15.615172177373893
522,3473,41.27809310027001
523,2836,33.38410972427751
524,3651,18.923751591606674
525,119,43.52337208709292
526,2290,11.456865411579855
527,2938,4.24623272056931
528,2965,56.421088857142706
529,147,12.009750975525037
530,1568,12.79394868425868
531,2013,13.159158144825852
532,3493,79.81113673575597
533,1235,93.53232581571774
534,64,37.92860906255805
535,1764,59.885799707704706
536,673,75.17182463857029
537,2044,22.197366689514183
538,2192,35.2383234482902
539,2948,95.7494342035053
540,781,31.779052726002163
541,1772,37.53940370103339
542,2015,67.9934655230696
543,3359,23.264658548990013
544,1191,22.625821615153455
545,1679,53.93960966132008
546,467,46.12016401693097
547,1741,9.433967306006366
548,3266,14.242115050829113
549,41,46.678917564559185
550,911,50.72612509536037
551,500,39.82192922007334
552,1100,50.93945758378905
553,2102,113.64494106655448
554,233,52.20026269799655
555,2949,39.15264245579033
556,1323,0.7018678440203985
557,1541,53.99371309392211
558,691,55.76758110738271
559,419,42.02702100955088
560,1752,23.751999389274005
561,2538,65.32962779113416
562,3659,6.259752304789558
563,1509,47.111133449180954
564,655,23.406878923746604
565,984,57.11925594336515
566,225,46.24439907854236
567,1715,57.36503856923284
568,3658,20.40618283712051
569,4329,92.25084889911307
570,384,17.293468810551246
571,2416,42.374040532012515
572,216,44.06414990551366
573,2649,11.810697228950232
574,1296,44.01182840066261
575,4160,9.767216135595845
576,1467,80.2751722711968
577,1672,12.12016367389424
578,2703,20.252681965191584
579,315,26.424264189769133
580,1181,41.30062402952615
581,3036,13.960416765487395
582,1442,5.350445827387489
583,4406,89.41024309015927
584,99,18.726275745079874
585,1007,38.698480202771776
586,200,23.21134114153739
587,2795,35.998121779545954
588,2349,12.275672637772999
589,2346,22.52714914670318
590,2505,38.285130669950235
591,3149,12.334363973868932
592,3831,2.9515002811143844
593,3698,4.678397454592272
594,1516,70.708065698441
595,1271,44.352939484406306
596,606,18.255167927477686
597,3093,18.426359750820865
598,2223,112.50150341553513
599,154,47.28759348220552
600,807,25.513585264162714
601,4261,45.81780233877015
602,43,32.55046369129366
603,2560,28.955103605449295
604,3298,55.14337917845924
605,3671,22.116007116024235
606,3450,25.048001568764725
607,3319,3.599709478964087
608,281,2.7652652217802256
609,1668,27.591592333044446
610,2751,24.0350795739444
611,3243,18.39001543815347
612,3372,30.84305986628624
613,2328,82.0537311657836
614,184,31.28195882017718
615,4417,13.718121840781066
616,1803,31.27566108743335
617,2372,26.20887823590266
618,506,44.895113734248014
619,1852,41.49068876267796
620,961,6.770773444414601
621,2886,79.91593896680402
622,397,92.5476120940614
623,3371,8.460787425056992
624,2251,29.864580710167075
625,2525,5.423274973596449
626,2314,29.55888548005524
627,4297,52.66270915090166
628,738,34.084410459968296
629,4400,11.796131007596983
630,1099,15.470464473265736
631,1827,28.673404763444466
632,1103,0.6165264042556373
633,1417,43.14690697155618
634,3665,37.913168132246554
635,333,55.34922544709127
636,2218,47.83392769970598
637,2019,16.922503682919626
638,2039,49.10119174827612
639,1736,51.67025881066817
640,4203,4.6668083810757395
641,292,22.475338059490184
642,746,29.685840947265774
643,3947,20.95698000393739
644,3389,12.097195219038383
645,896,73.95834710246373
646,2173,15.710984889372867
647,2829,37.744595628624666
648,48,56.09215881614608
649,1131,71.78738549067012
650,1497,15.195549574373956
651,3896,54.80315230690026
652,3057,5.5378538527414065
653,1049,8.233070086466114
654,914,44.844156233097294
655,852,38.19004264442583
656,218,40.35571210507655
657,240,20.704816855237425
658,1630,4.159601771696913
659,4393,45.9246387268269
660,1301,15.09720959613685
661,2890,34.71972995879965
662,169,16.57369792511912
663,3987,62.380059468843726
664,440,6.875555878472994
665,1762,76.45789205243256
666,3803,37.20714467218016
667,3111,18.137254321188976
668,127,20.300171970264614
669,1539,41.33450395998659
670,3033,18.47733975351177
671,1095,9.01284075777923
672,677,49.49937818900992
673,3053,109.7511405128851
674,2908,19.737268752180512
675,721,3.1389454961750403
676,3530,9.329181607385749
677,3279,30.113265654633864
678,156,19.652913837732342
679,361,16.696534992109434
680,2291,22.009280056231887
681,4147,7.366686793491567
682,1755,23.949883435504915
683,2440,37.06582508747704
684,3654,25.677035973733126
685,3826,85.50864461820771
686,2140,42.54127628707522
687,492,25.947232957435062
688,4317,94.25322258345429
689,1620,79.09921921068505
690,1345,45.870152402993995
691,3655,8.886249373328553
692,1513,12.597522102451933
693,1144,83.15434232296363
694,3001,20.93522770764349
695,1420,5.849026946150815
696,1949,15.353843666617195
697,3238,19.53451868699483
698,860,29.29299823153795
699,2141,42.65092159355865
700,1836,31.654571596054808
701,453,18.68848179531983
702,859,13.92204473795698
703,1847,17.772864533087386
704,1808,50.03010764101526
705,633,21.45982490579371
706,2547,46.09742501213799
707,1016,87.39440316713491
708,1409,10.393389494999184
709,990,6.141779686810253
710,1269,17.244591419059645
711,3169,55.357226729175494
712,741,46.494839118979456
713,2369,5.943613547733889
714,1601,39.22005137840307
715,3235,6.787552653187191
716,2762,2.7111469234475294
717,773,72.13459284007507
718,1893,58.524564618496214
719,756,21.046598809667955
720,126,25.82190057906314
721,2771,32.73200530931618
722,1770,59.37718275833498
723,1161,22.69616169753067
724,2628,56.13428999885346
725,3131,3.6219508876107938
726,2459,0.01752045613486075
727,3727,102.68330229793867
728,3042,7.650470854110637
729,344,14.908978800531202
730,626,51.9950309537968
731,2752,9.075940902895525
732,1184,18.643179038103938
733,832,42.266713331377275
734,3736,56.05612675052842
735,1126,45.224989329088885
736,1901,42.09782744399466
737,649,5.219953822312476
738,4469,7.987625150297703
739,3680,49.17522447083823
740,3234,107.9189987335493
741,1411,31.11049502468626
742,1743,23.9065979209513
743,1783,32.45032031146468
744,2176,4.269321562924404
745,3761,50.85252238425042
746,3056,78.86209160117369
747,3883,61.2540075279293
748,3764,71.13377195050487
749,498,23.155337494475077
750,2728,71.21333184342751
751,2694,28.944580717289142
752,1612,20.378487888659578
753,2877,16.825846413128943
754,3407,16.783426808543503
755,608,10.099638995241321
756,1632,52.79102932749646
757,398,41.27484587636158
758,899,21.547193233247867
759,4438,51.12708666783978
760,2434,5.0039936999822885
761,2325,28.031673119344305
762,680,58.87015409807918
763,4477,45.04726587174335
764,3679,37.742493563739075
765,4302,21.763350079956197
766,993,36.75546876168278
767,3480,6.5960328739923
768,284,20.058671673561662
769,2607,17.135881035978514
770,1053,14.373880293324419
771,219,23.35477311882164
772,3805,19.397990793364997
773,380,7.527823403448849
774,2387,39.15703559443159
775,3025,15.838126384066086
776,534,1.8665503487592332
777,1326,34.88541279275243
778,864,24.110902741444022
779,461,29.68861337600586
780,1009,27.311150829112023
781,116,34.38172941073793
782,1008,34.296369663615764
783,2045,13.358819268341023
784,3383,16.45109108376994
785,2115,33.22837161016329
786,227,1.5099275527007592
787,1940,61.5863676387261
788,3823,55.95238992194156
789,3247,35.73028617971198
790,1175,8.09471419335182
791,588,70.57633156157195
792,3145,53.69120275727872
793,3339,4.812486185629211
